0.0,0.0,0.0,0.0,1.0
0.0,4.17223,-0.01143,-10.1702428,1.0
0.0,4.16901,-0.05145,-10.1702428,1.0
0.0,4.16708,-0.06206,-10.1702428,1.0
0.0,4.16515,-0.06533,-10.1702428,0.9999965517241379
0.0,4.16322,-0.06615,-10.1702428,0.9999965517241379
0.0,4.16193,-0.06615,-10.1702428,0.9999965517241379
0.0,4.16129,-0.06696,-10.1702428,0.9999965517241379
0.0,4.16,-0.06615,-10.1702428,0.9999965517241379
0.0,4.15872,-0.06615,-10.1702428,0.9999965517241379
0.0,4.15807,-0.06696,-10.158135999999999,0.9999931034482759
0.0,4.15679,-0.06615,-10.158135999999999,0.9999931034482759
0.0,4.1555,-0.06615,-10.158135999999999,0.9999931034482759
0.0,4.15486,-0.06696,-10.158135999999999,0.9999931034482759
0.0,4.15357,-0.06696,-10.1702428,0.9999931034482759
0.0,4.15292,-0.06696,-10.1702428,0.9999896551724137
0.0,4.15228,-0.06696,-10.1702428,0.9999896551724137
0.0,4.15099,-0.06778,-10.1702428,0.9999896551724137
0.0,4.15035,-0.06696,-10.1702428,0.9999896551724137
0.0,4.14971,-0.06696,-10.1702428,0.9999896551724137
0.0,4.14906,-0.06778,-10.1702428,0.9999896551724137
0.0,4.14842,-0.06778,-10.158135999999999,0.9999862068965518
0.0,4.14778,-0.06696,-10.158135999999999,0.9999862068965518
0.0,4.14713,-0.06696,-10.1702428,0.9999862068965518
0.0,4.14649,-0.06778,-10.1702428,0.9999862068965518
0.0,4.14585,-0.06696,-10.1702428,0.9999862068965518
0.0,4.1452,-0.06778,-10.1702428,0.9999827586206897
0.0,4.14456,-0.06696,-10.1702428,0.9999827586206897
0.0,4.14456,-0.06778,-10.1702428,0.9999827586206897
0.0,4.14392,-0.06696,-10.158135999999999,0.9999827586206897
0.0,4.14327,-0.06696,-10.158135999999999,0.9999827586206897
0.0,4.14263,-0.06696,-10.1702428,0.9999793103448276
0.0,4.14199,-0.06696,-10.1702428,0.9999793103448276
0.0,4.14199,-0.06696,-10.1702428,0.9999793103448276
0.0,4.14134,-0.06696,-10.1702428,0.9999793103448276
0.0,4.14134,-0.06778,-10.1702428,0.9999793103448276
0.0,4.1407,-0.06696,-10.1702428,0.9999793103448276
0.0,4.14006,-0.06696,-10.1702428,0.9999758620689655
0.0,4.14006,-0.06696,-10.158135999999999,0.9999758620689655
0.0,4.13941,-0.06778,-10.158135999999999,0.9999758620689655
0.0,4.13941,-0.06696,-10.158135999999999,0.9999758620689655
0.0,4.13877,-0.06696,-10.158135999999999,0.9999758620689655
0.0,4.13877,-0.06778,-10.1702428,0.9999724137931034
